job_title,company,location,summary,state
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. Excellent hands on R & Python experience. Location for this position is Plano, TX.",TX
"Embedded Software Engineer - VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","Do want to work with an internationally recognized staff of PhDs, scientists and engineers? The successful candidate will be responsible for porting, designing…",TX
"Experienced Structural Engineer Dallas, TX","Wiss, Janney, Elstner Associates","Irving, TX","(WJE) is an interdisciplinary firm of architects, structural engineers, and materials scientists that specializes in the investigation, analysis, testing, and…",TX
"Embedded Software Engineer - Real-Time Embedded, VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","Do want to work with an internationally recognized staff of PhDs, scientists and engineers? The successful candidate will be responsible for porting, designing…",TX
Software Engineering Manager - Home Health or Hospice,AXXESS CONSULT INC,"Dallas, TX","Lead, coach, and mentor a team of Engineers and Data Scientists to deliver high quality SaaS products. We are looking to add a dynamic and driven Software…",TX
Senior Air Quality Manager,APTIM,"Dallas, TX","We do this by leveraging teams that include engineers, scientists, builders, economists, craft professionals, procurement, logistics and process experts.",TX
Senior Mechanical Engineer - Mission Critical Facilities,Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Senior Civil Engineer - Railroads,Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Senior Civil Engineer - Highways,Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Lead Senior Network Engineer - Clearable DOE Q,Jacobs,"Irving, TX","Our Cyber Security Operations Centers ensure safe, effective network operations for Federal clients while our data scientists are helping stop illegal acts…",TX
Senior Electrical Engineer - Global Facilities (Mission Critical),Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
"Embedded Software Engineer - VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","Do want to work with an internationally recognized staff of PhDs, scientists and engineers? The successful candidate will be responsible for porting, designing…",TX
"Experienced Structural Engineer Dallas, TX","Wiss, Janney, Elstner Associates","Irving, TX","(WJE) is an interdisciplinary firm of architects, structural engineers, and materials scientists that specializes in the investigation, analysis, testing, and…",TX
"Embedded Software Engineer - Real-Time Embedded, VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","Do want to work with an internationally recognized staff of PhDs, scientists and engineers? The successful candidate will be responsible for porting, designing…",TX
Software Engineering Manager - Home Health or Hospice,AXXESS CONSULT INC,"Dallas, TX","Lead, coach, and mentor a team of Engineers and Data Scientists to deliver high quality SaaS products. We are looking to add a dynamic and driven Software…",TX
Senior Air Quality Manager,APTIM,"Dallas, TX","We do this by leveraging teams that include engineers, scientists, builders, economists, craft professionals, procurement, logistics and process experts.",TX
Senior Mechanical Engineer - Mission Critical Facilities,Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Senior Civil Engineer - Railroads,Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Senior Civil Engineer - Highways,Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Lead Senior Network Engineer - Clearable DOE Q,Jacobs,"Irving, TX","Our Cyber Security Operations Centers ensure safe, effective network operations for Federal clients while our data scientists are helping stop illegal acts…",TX
Senior Electrical Engineer - Global Facilities (Mission Critical),Burns & McDonnell,"Dallas, TX","Burns & McDonnell is making the world a more amazing place with more than 5,000 engineers, architects, construction professionals, scientists and consultants on…",TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. Excellent hands on R & Python experience. Location for this position is Plano, TX.",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","Data Management and Insights (DMI), which offers Chief Data Office capabilities to Wells Fargo, focuses on leveraging data as a strategic asset.",TX
"Embedded Software Engineer - VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","Do want to work with an internationally recognized staff of PhDs, scientists and engineers? The successful candidate will be responsible for porting, designing…",TX
"Experienced Structural Engineer Dallas, TX","Wiss, Janney, Elstner Associates","Irving, TX","(WJE) is an interdisciplinary firm of architects, structural engineers, and materials scientists that specializes in the investigation, analysis, testing, and…",TX
"Embedded Software Engineer - Real-Time Embedded, VxWorks/RTOS - Grand Prairie/Dallas, TX - Active Secret Clearance",LOCKHEED MARTIN CORPORATION,"Grand Prairie, TX","Do want to work with an internationally recognized staff of PhDs, scientists and engineers? The successful candidate will be responsible for porting, designing…",TX
Software Engineering Manager - Home Health or Hospice,AXXESS CONSULT INC,"Dallas, TX","Lead, coach, and mentor a team of Engineers and Data Scientists to deliver high quality SaaS products. We are looking to add a dynamic and driven Software…",TX
Senior Air Quality Manager,APTIM,"Dallas, TX","We do this by leveraging teams that include engineers, scientists, builders, economists, craft professionals, procurement, logistics and process experts.",TX
